Policy_Num,Claim_Dt,Accident_Dt,Claim_Amt,Policy_Type,Gender,State,Claims_FB
183027360,2/24/2019,2/15/2019,1029.1,Van,Female,OR,bad
193317128,7/22/2019,7/20/2019,870.63,Truck,Male,OR,very_good
182850353,11/20/2019,11/19/2019,1130.32,Car,Male,CA,good
192024325,11/18/2019,11/8/2019,1148.95,Car,Male,CA,good
197933423,5/5/2019,4/28/2019,925.34,Van,Male,CA,very_good
196094757,10/17/2019,10/13/2019,1194.13,Truck,Female,CA,very_good
186411869,9/17/2019,9/7/2019,1340.65,Van,Male,CA,neutral
182417678,12/4/2019,12/2/2019,892.25,Van,Male,CA,very_good
183231931,1/31/2019,1/27/2019,1277.65,Van,Male,CA,neutral
199309457,1/24/2019,1/19/2019,1316.58,Van,Female,NV,neutral
196652169,10/14/2019,10/7/2019,804.51,Van,Female,CA,very_good
197503966,9/3/2019,8/29/2019,1124.99,Truck,Male,CA,neutral
193503993,5/4/2019,4/25/2019,1099.54,Van,Female,NV,excellent
180669136,11/6/2019,11/4/2019,971.28,Van,Female,NV,bad
197688001,12/7/2019,12/6/2019,867.78,Car,Male,CA,good
183192718,11/24/2019,11/22/2019,774.09,Car,Male,CA,good
190251670,11/20/2019,11/14/2019,1342.77,Truck,Male,CA,very_good
180717384,7/9/2019,7/1/2019,905.04,Car,Male,OR,excellent
196462961,11/26/2019,11/20/2019,775.47,Van,Male,OR,good
193786444,12/24/2019,12/19/2019,1124.62,Van,Female,OR,very_good
186124914,9/26/2019,9/21/2019,1074.7,Truck,Female,CA,neutral
190503398,3/25/2019,3/20/2019,793.94,Car,Female,NV,neutral
191467480,4/6/2019,4/3/2019,1203.18,Car,Female,CA,very_good
183027773,6/18/2019,6/13/2019,1308.96,Truck,Female,OR,very_good
195918886,2/25/2019,2/19/2019,807.61,Truck,Male,CA,neutral
193932354,8/16/2019,8/15/2019,1259.64,Van,Male,CA,bad
198971052,9/13/2019,9/9/2019,1255.11,Van,Female,NV,good
192015210,10/10/2019,10/4/2019,1337,Truck,Male,OR,excellent
188880401,1/26/2019,1/23/2019,1318.97,Van,Male,CA,neutral
187319264,2/16/2019,2/13/2019,1163.29,Car,Female,OR,excellent
194928344,7/13/2019,7/5/2019,877.32,Van,Female,CA,neutral
180615991,10/27/2019,10/25/2019,950.37,Van,Female,CA,good
197289054,5/6/2019,4/26/2019,938.08,Car,Female,OR,bad
181372763,6/14/2019,6/8/2019,1095.62,Van,Male,NV,neutral
192760946,7/30/2019,7/24/2019,1037.24,Van,Female,CA,neutral
194685181,11/13/2019,11/8/2019,1252.44,Car,Male,OR,very_good
183351898,5/20/2019,5/10/2019,1051.45,Car,Male,NV,good
193529586,5/20/2019,5/19/2019,1060.49,Car,Male,CA,very_good
183422157,8/20/2019,8/17/2019,1025.69,Car,Female,CA,neutral
194268554,1/19/2019,1/13/2019,1297.56,Car,Male,CA,bad
181374687,1/8/2019,1/2/2019,856.51,Car,Female,CA,bad
185009404,1/22/2019,1/15/2019,769.9,Car,Female,CA,very_good
189451227,8/29/2019,8/24/2019,914.26,Van,Male,OR,excellent
188537777,5/27/2019,5/19/2019,1105.3,Van,Male,CA,good
196201113,6/22/2019,6/14/2019,887.67,Van,Female,CA,neutral
193606806,10/20/2019,10/11/2019,1341.06,Van,Male,CA,very_good
199810837,2/23/2019,2/13/2019,1181.38,Car,Female,OR,neutral
198986192,12/19/2019,12/13/2019,1262.26,Car,Male,NV,neutral
185850249,8/31/2019,8/21/2019,1286.74,Truck,Male,CA,excellent
196476377,7/7/2019,6/30/2019,1278.87,Car,Male,CA,good
194670884,11/28/2019,11/26/2019,1139.84,Van,Male,CA,bad
196960097,9/6/2019,8/30/2019,1317.95,Car,Female,NV,neutral
187001368,12/28/2019,12/21/2019,998.35,Van,Female,OR,bad
191964551,12/30/2019,12/29/2019,1021.34,Car,Female,NV,good
190687233,5/22/2019,5/16/2019,973.1,Van,Male,CA,good
197102520,10/13/2019,10/11/2019,947.68,Car,Female,CA,good
197544315,6/29/2019,6/24/2019,1282.17,Car,Male,OR,good
191187249,7/24/2019,7/21/2019,1349.89,Car,Male,CA,good
196554447,7/29/2019,7/21/2019,861.06,Van,Female,CA,good
184612453,5/19/2019,5/16/2019,1127.09,Van,Male,OR,good
185820114,6/13/2019,6/4/2019,1276.64,Van,Male,CA,neutral
183615460,2/6/2019,1/29/2019,945.55,Truck,Male,OR,neutral
181147797,7/3/2019,6/30/2019,775.41,Van,Male,OR,neutral
187504924,11/19/2019,11/18/2019,808.91,Truck,Male,CA,excellent
196910302,7/16/2019,7/14/2019,770.57,Van,Female,OR,very_good
183548722,10/13/2019,10/10/2019,1304.26,Car,Male,NV,very_good
184141274,12/5/2019,11/26/2019,1051.26,Car,Female,OR,good
182510679,1/10/2019,1/9/2019,799.61,Van,Male,NV,neutral
199519180,5/5/2019,4/29/2019,1170.59,Truck,Male,CA,bad
186299006,9/12/2019,9/11/2019,1074.86,Van,Male,CA,very_good
187837487,7/25/2019,7/17/2019,1002.1,Car,Female,CA,neutral
197623376,4/12/2019,4/3/2019,1127.55,Car,Male,OR,good
191275914,3/4/2019,2/25/2019,1048.35,Car,Male,NV,excellent
193093545,6/5/2019,5/30/2019,1230.45,Car,Female,OR,very_good
188233335,7/7/2019,7/1/2019,1369.3,Van,Male,OR,good
183097662,8/24/2019,8/23/2019,979.88,Truck,Female,NV,neutral
195405853,2/4/2019,1/29/2019,1143.64,Car,Male,OR,very_good
189401551,4/27/2019,4/24/2019,1108.81,Car,Male,OR,excellent
199064541,10/26/2019,10/20/2019,946.61,Van,Female,NV,neutral
186461598,10/15/2019,10/13/2019,880.34,Van,Female,OR,good
197299951,8/8/2019,8/6/2019,1210.98,Car,Female,NV,neutral
195247829,10/14/2019,10/12/2019,1305.51,Truck,Female,CA,excellent
187667578,3/1/2019,2/24/2019,917.56,Truck,Female,OR,good
193629849,12/30/2019,12/29/2019,1097.77,Car,Female,NV,neutral
185908563,11/2/2019,10/26/2019,1343.71,Van,Male,CA,neutral
181797776,3/14/2019,3/5/2019,1358.91,Car,Male,CA,bad
193097301,3/18/2019,3/14/2019,1129.99,Car,Female,CA,very_good
186676143,12/14/2019,12/11/2019,769.54,Van,Female,CA,good
195075217,9/16/2019,9/14/2019,831.31,Car,Male,OR,good
194281055,10/23/2019,10/15/2019,1216.78,Car,Female,CA,good
188902121,1/17/2019,1/11/2019,977.64,Car,Male,CA,neutral
195658560,6/4/2019,6/1/2019,1181.84,Car,Female,OR,good
187133903,12/7/2019,11/30/2019,998.09,Car,Female,NV,good
193395492,3/1/2019,2/28/2019,954.97,Van,Male,OR,very_good
192632141,8/27/2019,8/21/2019,869.33,Van,Female,CA,bad
193826085,7/7/2019,6/27/2019,1079.23,Van,Female,OR,good
194839379,12/3/2019,12/1/2019,989.31,Car,Female,CA,bad
196147102,5/5/2019,5/2/2019,1120.25,Van,Male,OR,excellent
186776599,11/13/2019,11/6/2019,835.01,Van,Female,CA,good
191217141,9/2/2019,8/28/2019,1331.95,Car,Female,CA,bad
194607542,9/11/2019,9/1/2019,1289.41,Van,Male,OR,neutral
183720563,6/21/2019,6/13/2019,1094.7,Car,Female,OR,excellent
199639327,7/11/2019,7/7/2019,1211.06,Car,Male,CA,very_good
184167783,3/16/2019,3/12/2019,1354.18,Car,Female,CA,good
185896967,9/16/2019,9/15/2019,1042.01,Car,Male,CA,good
181482745,9/26/2019,9/20/2019,1271.14,Van,Male,OR,good
182125432,6/20/2019,6/17/2019,1022.15,Truck,Male,CA,very_good
181472243,3/19/2019,3/17/2019,1234.14,Truck,Male,CA,good
182319673,2/28/2019,2/20/2019,911.67,Van,Male,CA,neutral
196382883,11/10/2019,10/31/2019,1076.7,Car,Female,OR,bad
187827501,7/21/2019,7/14/2019,853.39,Car,Male,CA,neutral
195146850,9/12/2019,9/8/2019,907.92,Truck,Male,NV,good
186026295,12/27/2019,12/21/2019,1036.55,Car,Female,NV,good
194886897,2/1/2019,1/26/2019,1248.75,Car,Male,NV,neutral
193591489,9/29/2019,9/22/2019,1286.4,Car,Male,CA,very_good
192635892,9/3/2019,8/26/2019,1302.79,Truck,Female,OR,neutral
185238525,11/10/2019,11/7/2019,964.85,Van,Female,CA,very_good
195636637,8/28/2019,8/24/2019,1184.17,Car,Male,OR,excellent
183338739,10/19/2019,10/18/2019,1103.43,Van,Female,CA,neutral
191056990,3/12/2019,3/8/2019,1255.01,Truck,Male,CA,neutral
194692939,10/16/2019,10/10/2019,1284.7,Van,Female,NV,neutral
183430041,6/8/2019,6/7/2019,1242.89,Car,Female,OR,excellent
189517675,12/25/2019,12/24/2019,859.24,Truck,Female,OR,good
194027553,11/22/2019,11/13/2019,1151.65,Van,Male,OR,good
195116865,6/27/2019,6/19/2019,978.09,Car,Female,CA,very_good
191352191,2/19/2019,2/13/2019,1315.54,Van,Male,CA,neutral
192424666,11/16/2019,11/13/2019,1026.98,Van,Male,NV,bad
197255148,8/31/2019,8/21/2019,1357.85,Truck,Female,CA,very_good
186321449,12/3/2019,12/1/2019,1239.92,Van,Female,NV,good
196313506,3/3/2019,2/24/2019,982.71,Car,Female,NV,very_good
197673507,11/26/2019,11/20/2019,811.65,Van,Male,CA,good
185465737,5/1/2019,4/28/2019,894.11,Truck,Male,OR,good
180327530,6/21/2019,6/18/2019,1362.24,Car,Female,CA,good
194854014,10/7/2019,10/3/2019,1167.38,Truck,Female,CA,good
180707255,9/22/2019,9/14/2019,943.16,Van,Male,CA,bad
196503077,8/15/2019,8/13/2019,829.91,Car,Female,OR,neutral
184276716,10/25/2019,10/21/2019,1014.44,Truck,Male,CA,neutral
181619087,8/5/2019,7/31/2019,863.57,Van,Female,NV,bad
198555694,9/30/2019,9/26/2019,1323.91,Truck,Female,CA,neutral
198231088,2/25/2019,2/21/2019,997.68,Van,Male,CA,bad
180249599,11/17/2019,11/7/2019,1020.69,Car,Female,OR,good
198760017,8/23/2019,8/13/2019,979.76,Car,Female,CA,neutral
190536971,8/15/2019,8/5/2019,974.44,Truck,Female,NV,very_good
181561374,12/18/2019,12/10/2019,1234.85,Truck,Male,OR,neutral
190879312,12/14/2019,12/9/2019,1083.06,Car,Female,CA,very_good
198301717,9/19/2019,9/12/2019,1098.32,Truck,Male,CA,neutral
193911232,9/16/2019,9/7/2019,1061.76,Car,Male,OR,excellent
182095768,9/4/2019,8/26/2019,1048.37,Car,Male,OR,good
195454086,6/11/2019,6/8/2019,1294.44,Van,Male,CA,very_good
190109730,9/21/2019,9/17/2019,1259.95,Van,Male,NV,excellent
190735629,12/13/2019,12/6/2019,1312.04,Van,Female,CA,bad
190997169,10/28/2019,10/25/2019,994.08,Car,Male,OR,good
187925141,7/18/2019,7/11/2019,1094.55,Van,Male,CA,good
185855546,7/31/2019,7/29/2019,1045.02,Car,Female,NV,very_good
196622592,5/31/2019,5/25/2019,922.28,Truck,Male,OR,good
192635436,5/23/2019,5/21/2019,898.69,Truck,Male,OR,very_good
194842258,8/3/2019,7/24/2019,1221.35,Truck,Male,CA,neutral
189024739,3/15/2019,3/12/2019,1331.18,Car,Female,NV,very_good
192367922,10/14/2019,10/9/2019,1080.45,Truck,Male,OR,excellent
183267771,4/13/2019,4/10/2019,929.49,Van,Male,CA,good
181777460,2/11/2019,2/3/2019,882.6,Van,Male,NV,very_good
190215110,10/6/2019,9/27/2019,927.82,Car,Male,OR,good
188304181,10/11/2019,10/2/2019,945.52,Car,Male,OR,excellent
187366182,6/9/2019,6/2/2019,1308.84,Car,Male,OR,bad
190395436,7/3/2019,6/28/2019,795.09,Truck,Female,CA,bad
190825001,6/7/2019,5/28/2019,1223.85,Car,Male,CA,good
196748507,3/20/2019,3/14/2019,1265.3,Car,Male,OR,good
186006646,1/1/2019,12/29/2018,794.53,Car,Female,NV,good
191338330,8/15/2019,8/11/2019,1105.63,Car,Male,NV,very_good
187092247,8/11/2019,8/10/2019,1148.44,Van,Male,OR,good
182729701,9/5/2019,8/30/2019,894.4,Van,Male,NV,excellent
195605636,7/17/2019,7/14/2019,1216.39,Van,Male,OR,good
182819550,6/22/2019,6/15/2019,1056.03,Van,Male,CA,good
186647164,9/2/2019,8/31/2019,1241.22,Van,Male,OR,good
183758703,12/22/2019,12/14/2019,1233.73,Truck,Male,CA,good
181933103,8/30/2019,8/24/2019,1002.76,Car,Female,CA,very_good
185304966,4/16/2019,4/6/2019,1028.02,Truck,Male,OR,very_good
197231127,2/14/2019,2/13/2019,773.71,Van,Female,OR,neutral
185242450,12/24/2019,12/19/2019,841.04,Car,Male,CA,neutral
193547406,9/22/2019,9/14/2019,1211.87,Car,Male,CA,good
191234512,1/25/2019,1/15/2019,1268.9,Car,Male,CA,good
195846294,6/15/2019,6/5/2019,1214.86,Car,Male,CA,excellent
195376545,3/12/2019,3/4/2019,1190.66,Car,Male,OR,bad
194123073,3/6/2019,3/3/2019,1101.97,Car,Female,OR,good
198090298,4/3/2019,3/29/2019,1309.79,Car,Male,CA,very_good
188744085,1/29/2019,1/21/2019,1132.76,Car,Male,CA,excellent
188279190,12/12/2019,12/7/2019,1101.24,Car,Male,CA,good
188814579,8/25/2019,8/24/2019,1276.31,Van,Male,CA,good
185584904,3/23/2019,3/16/2019,1119.01,Van,Male,CA,neutral
198851114,1/8/2019,1/4/2019,1111.46,Van,Female,OR,very_good
186510765,9/25/2019,9/24/2019,1239.51,Truck,Male,NV,neutral
188628784,2/8/2019,1/30/2019,1075.71,Van,Female,OR,neutral
180442611,10/5/2019,9/27/2019,1288.45,Car,Male,CA,very_good
193227244,8/23/2019,8/22/2019,1145.74,Car,Female,OR,bad
187207402,6/11/2019,6/5/2019,923.21,Car,Female,OR,good
194222706,10/4/2019,10/3/2019,1361.96,Van,Female,OR,good
196494777,12/1/2019,11/22/2019,1215.4,Car,Male,CA,neutral
185880581,2/5/2019,1/26/2019,1112.45,Van,Male,NV,bad
198731591,7/15/2019,7/7/2019,1066.84,Van,Male,OR,very_good
180998845,6/23/2019,6/21/2019,900.63,Car,Female,NV,good
182959604,2/8/2019,2/2/2019,918.88,Car,Male,CA,bad
190743392,3/27/2019,3/26/2019,1265.81,Car,Male,NV,neutral
186158739,8/3/2019,7/31/2019,1135.1,Car,Male,OR,neutral
189284471,10/24/2019,10/23/2019,1042.89,Van,Male,CA,good
190054364,9/7/2019,9/3/2019,1103.08,Truck,Female,OR,good
194266037,11/1/2019,10/22/2019,1067.43,Car,Male,CA,good
196081255,10/28/2019,10/18/2019,1114.39,Van,Female,CA,bad
183294337,5/22/2019,5/16/2019,1186.81,Van,Female,OR,very_good
191575274,7/18/2019,7/15/2019,1268.18,Van,Male,CA,excellent
191380932,7/4/2019,7/2/2019,982.35,Van,Female,OR,very_good
183678415,2/25/2019,2/17/2019,921.91,Truck,Male,CA,good
192700530,3/5/2019,3/4/2019,974.5,Van,Male,NV,very_good
180918838,3/8/2019,3/7/2019,928.44,Car,Male,OR,good
191152837,5/1/2019,4/21/2019,1339.33,Van,Male,CA,neutral
197190460,11/24/2019,11/17/2019,1103.16,Van,Female,NV,neutral
185060372,2/1/2019,1/27/2019,1014.67,Van,Male,CA,very_good
182425071,12/27/2019,12/18/2019,1015.4,Truck,Female,OR,very_good
182191598,6/27/2019,6/17/2019,830.72,Van,Male,CA,excellent
190844814,9/15/2019,9/11/2019,1095.27,Truck,Female,CA,excellent
194395680,6/13/2019,6/9/2019,813.09,Car,Male,CA,very_good
194993907,12/19/2019,12/14/2019,1096.51,Van,Female,CA,neutral
186903046,3/9/2019,3/3/2019,1258,Car,Female,CA,neutral
184614583,5/3/2019,5/1/2019,1105.9,Car,Male,CA,very_good
196591482,1/25/2019,1/22/2019,1134.69,Van,Female,OR,bad
181958982,9/25/2019,9/22/2019,789.88,Car,Female,CA,good
188891886,5/6/2019,5/5/2019,1155.33,Van,Male,OR,very_good
191521869,6/16/2019,6/6/2019,1160.45,Car,Male,OR,very_good
185627844,11/30/2019,11/26/2019,768.33,Car,Male,CA,neutral
189038565,10/3/2019,9/26/2019,1188.66,Van,Female,NV,very_good
183401936,5/20/2019,5/18/2019,886.63,Truck,Female,CA,very_good
194847996,12/8/2019,12/2/2019,1210.16,Car,Male,CA,very_good
183163978,9/23/2019,9/19/2019,800.75,Car,Male,NV,excellent
197118412,4/9/2019,4/2/2019,894.73,Car,Male,CA,good
189934380,5/15/2019,5/10/2019,1337.96,Car,Male,CA,good
193566719,9/21/2019,9/11/2019,879.03,Truck,Male,NV,good
187607792,5/21/2019,5/20/2019,1069.66,Van,Male,OR,good
191517612,12/17/2019,12/15/2019,1177.23,Van,Male,OR,excellent
199508058,3/23/2019,3/18/2019,1215.72,Truck,Male,NV,good
180363519,11/5/2019,11/2/2019,975.74,Truck,Male,NV,neutral
188312838,2/16/2019,2/9/2019,1340.56,Car,Male,NV,neutral
181069193,1/30/2019,1/23/2019,1335.5,Car,Female,CA,good
199943257,2/14/2019,2/8/2019,1243.02,Van,Male,OR,neutral
196992156,1/27/2019,1/25/2019,814.7,Van,Female,CA,good
182618995,3/12/2019,3/10/2019,1281.69,Car,Male,CA,neutral
196190568,3/18/2019,3/17/2019,826.13,Truck,Female,CA,good
188762025,11/14/2019,11/8/2019,989.34,Car,Male,NV,neutral
194641118,10/12/2019,10/2/2019,1175.06,Car,Female,NV,excellent
198926110,10/19/2019,10/14/2019,1092.55,Truck,Male,CA,bad
193724762,8/25/2019,8/18/2019,1123.41,Car,Female,OR,neutral
184143923,10/31/2019,10/26/2019,1281.65,Car,Female,OR,neutral
183763987,10/24/2019,10/18/2019,1017.07,Car,Female,OR,excellent
180969684,6/25/2019,6/19/2019,803.84,Truck,Female,OR,neutral
185321382,7/11/2019,7/8/2019,1323.22,Car,Male,CA,neutral
198381268,1/4/2019,12/26/2018,1051.05,Van,Male,CA,very_good
193487012,10/6/2019,10/3/2019,1044.69,Van,Female,NV,very_good
194914938,5/30/2019,5/28/2019,1070.08,Van,Male,OR,neutral
193241611,4/30/2019,4/21/2019,1105.87,Car,Female,NV,good
180064228,3/7/2019,2/26/2019,1300.41,Car,Male,OR,good
181630272,9/22/2019,9/12/2019,1225.48,Truck,Female,CA,neutral
195536790,3/31/2019,3/30/2019,1002.26,Car,Female,CA,good
183545610,6/30/2019,6/21/2019,827.84,Van,Male,OR,neutral
191283732,12/24/2019,12/21/2019,1167.39,Van,Male,CA,neutral
186012327,10/31/2019,10/30/2019,1295.42,Car,Female,OR,good
191555764,12/3/2019,11/27/2019,1181.59,Van,Female,CA,bad
198428178,2/18/2019,2/16/2019,834.28,Van,Female,OR,neutral
195509033,11/16/2019,11/15/2019,1298.38,Truck,Male,OR,excellent
191908168,6/30/2019,6/25/2019,828.32,Car,Male,CA,very_good
182789884,12/29/2019,12/25/2019,917.06,Van,Male,CA,good
181609950,11/12/2019,11/3/2019,1037.2,Car,Male,CA,very_good
187370875,8/8/2019,7/31/2019,986.98,Van,Male,CA,neutral
186814225,10/26/2019,10/17/2019,1227.27,Truck,Male,OR,very_good
187028518,4/22/2019,4/20/2019,918.67,Car,Female,NV,very_good
199107531,6/30/2019,6/28/2019,858.98,Van,Female,CA,good
187015073,10/6/2019,9/26/2019,947.63,Car,Female,CA,very_good
194494064,6/10/2019,6/4/2019,966.65,Truck,Male,NV,good
194207996,12/29/2019,12/24/2019,934.77,Car,Male,CA,good
188448944,10/21/2019,10/18/2019,975.88,Truck,Male,OR,very_good
198910825,11/27/2019,11/21/2019,1077.72,Car,Female,OR,neutral
195160100,11/1/2019,10/24/2019,1095.76,Car,Male,OR,neutral
196647770,2/2/2019,1/24/2019,992.43,Car,Female,CA,excellent
194483227,7/23/2019,7/17/2019,1245.68,Van,Female,OR,excellent
194754880,10/5/2019,10/1/2019,1231.01,Van,Female,NV,good
184921257,12/14/2019,12/12/2019,969.66,Car,Female,CA,very_good
187750694,3/28/2019,3/23/2019,817.93,Car,Female,CA,neutral
197463553,11/4/2019,11/1/2019,1158.25,Truck,Male,NV,neutral
187814874,6/11/2019,6/2/2019,865.39,Car,Male,CA,excellent
181855771,11/3/2019,11/1/2019,826.51,Car,Male,OR,good
193979559,12/15/2019,12/12/2019,866.42,Truck,Male,CA,good
188440553,1/3/2019,12/30/2018,1075.07,Van,Female,OR,very_good
187734590,1/28/2019,1/18/2019,1024.34,Car,Male,CA,very_good
193090135,8/5/2019,7/28/2019,1224.64,Car,Female,NV,neutral
193860522,5/11/2019,5/4/2019,1247.05,Car,Male,OR,very_good
189764598,10/18/2019,10/10/2019,960.34,Car,Female,NV,very_good
195128205,12/10/2019,11/30/2019,1181.03,Van,Female,NV,neutral
195115833,8/10/2019,7/31/2019,1324.1,Car,Female,OR,neutral
186998388,7/21/2019,7/13/2019,829.58,Car,Female,OR,very_good
187038319,11/30/2019,11/29/2019,1327.27,Car,Male,CA,very_good
194124330,12/28/2019,12/23/2019,987.71,Car,Male,NV,good
185764187,11/12/2019,11/3/2019,787.79,Car,Male,OR,good
198052326,8/3/2019,8/1/2019,930.38,Car,Male,CA,neutral
185646729,8/13/2019,8/11/2019,1267.48,Van,Male,OR,excellent
188775549,6/28/2019,6/19/2019,1120.56,Car,Male,OR,good
191759806,3/20/2019,3/13/2019,1348.29,Truck,Male,CA,bad
186040069,5/31/2019,5/28/2019,1254.19,Truck,Male,CA,neutral
180686859,10/7/2019,10/5/2019,1294.79,Van,Male,CA,very_good
187762295,7/11/2019,7/10/2019,1190.35,Truck,Male,CA,neutral
194120364,11/8/2019,11/7/2019,1315.36,Car,Male,NV,bad
191633441,9/16/2019,9/12/2019,1127.24,Car,Male,CA,neutral
187263261,12/18/2019,12/11/2019,1222.17,Van,Female,CA,neutral
190816824,8/23/2019,8/22/2019,927.34,Car,Female,CA,good
194047802,11/5/2019,10/29/2019,791.51,Car,Male,CA,neutral
190549953,6/18/2019,6/14/2019,1366.32,Van,Female,CA,good
197683315,1/27/2019,1/22/2019,1279.09,Car,Male,NV,bad
182225937,5/30/2019,5/24/2019,1246.09,Van,Female,CA,good
182596531,6/4/2019,5/30/2019,1278.26,Car,Female,CA,good
196895743,11/8/2019,10/31/2019,947.92,Car,Female,CA,bad
181471490,11/15/2019,11/6/2019,930.24,Car,Female,CA,very_good
184222536,11/9/2019,11/4/2019,1114.89,Truck,Female,CA,excellent
196956269,6/10/2019,6/4/2019,1348.55,Van,Female,OR,good
199987673,4/9/2019,4/7/2019,1229,Truck,Male,CA,very_good
186797189,6/13/2019,6/9/2019,775.86,Truck,Female,OR,good
197204113,1/16/2019,1/12/2019,908.32,Car,Male,CA,bad
186529003,2/20/2019,2/10/2019,1290.49,Car,Female,OR,very_good
198056979,5/4/2019,4/24/2019,972.29,Car,Male,OR,good
190369392,12/5/2019,12/1/2019,795.91,Car,Male,OR,good
195869948,6/27/2019,6/19/2019,1114.92,Car,Female,OR,excellent
190878317,2/17/2019,2/11/2019,981.72,Van,Male,CA,neutral
180948590,10/31/2019,10/30/2019,815.58,Truck,Female,OR,good
189387433,9/16/2019,9/12/2019,831.87,Van,Male,CA,very_good
199289125,1/20/2019,1/15/2019,1060.64,Van,Female,OR,neutral
182746665,8/15/2019,8/12/2019,1350.56,Car,Female,NV,very_good
185708798,11/29/2019,11/21/2019,979.89,Car,Female,OR,very_good
195626306,9/7/2019,9/6/2019,1183.36,Car,Male,NV,good
184707383,8/19/2019,8/10/2019,840.61,Truck,Male,NV,neutral
180219194,7/23/2019,7/16/2019,1289.25,Van,Male,OR,good
199834495,2/15/2019,2/7/2019,952.68,Car,Male,OR,good
192349164,11/22/2019,11/19/2019,847.37,Van,Male,OR,excellent
195896651,3/15/2019,3/11/2019,1346.28,Car,Male,CA,neutral
192093811,12/21/2019,12/18/2019,953.72,Truck,Female,CA,excellent
193080860,11/6/2019,11/3/2019,1289.18,Van,Female,CA,bad
196553853,11/1/2019,10/23/2019,949.28,Van,Female,CA,very_good
183145435,6/23/2019,6/14/2019,1337.06,Truck,Female,CA,very_good
196077593,6/23/2019,6/18/2019,1178.57,Car,Female,OR,good
196067801,12/31/2019,12/22/2019,1213.5,Car,Male,CA,good
183182247,8/28/2019,8/26/2019,910.79,Car,Male,CA,good
196486679,2/27/2019,2/17/2019,1069.06,Car,Female,CA,very_good
191869031,12/28/2019,12/20/2019,1261.97,Car,Male,CA,neutral
194334030,11/30/2019,11/22/2019,967.4,Van,Male,OR,very_good
192188913,2/8/2019,2/1/2019,765.67,Car,Male,CA,neutral
194462303,10/6/2019,10/4/2019,809.22,Car,Male,NV,good
182672502,8/23/2019,8/21/2019,1095.61,Truck,Male,CA,good
193027893,10/11/2019,10/9/2019,894.79,Van,Male,CA,good
188137160,10/19/2019,10/9/2019,1203.6,Van,Male,CA,very_good
190570748,3/6/2019,3/4/2019,1308.48,Van,Female,OR,neutral
181712977,5/17/2019,5/16/2019,1176.11,Truck,Male,CA,very_good
185769302,11/11/2019,11/5/2019,977.62,Car,Male,NV,very_good
185251907,3/2/2019,2/21/2019,877.48,Van,Male,NV,good
196474315,1/4/2019,12/29/2018,1145.06,Car,Male,OR,good
191044553,5/29/2019,5/24/2019,1079,Truck,Male,CA,good
183026212,8/2/2019,7/24/2019,1349.5,Van,Male,CA,excellent
192217069,11/29/2019,11/26/2019,1115.95,Truck,Female,OR,good
182028041,12/11/2019,12/2/2019,935.18,Truck,Female,CA,good
188874005,7/11/2019,7/2/2019,1029.5,Truck,Male,OR,good
198035380,5/29/2019,5/23/2019,1324.31,Van,Male,CA,very_good
197477173,12/8/2019,12/2/2019,1016.85,Car,Male,CA,excellent
189715425,8/5/2019,8/4/2019,1306.81,Car,Male,NV,excellent
184525466,3/22/2019,3/17/2019,919.06,Van,Male,CA,neutral
197192092,3/6/2019,3/1/2019,1126.52,Truck,Female,NV,good
194532496,8/9/2019,7/30/2019,1014.58,Truck,Female,CA,neutral
196168949,12/7/2019,12/6/2019,1271.52,Van,Female,NV,good
191296214,5/28/2019,5/23/2019,1150.38,Truck,Female,CA,neutral
182281638,6/4/2019,5/27/2019,1135.97,Car,Female,CA,very_good
198428548,3/20/2019,3/18/2019,770.75,Van,Male,CA,excellent
184947024,3/28/2019,3/21/2019,1067.27,Truck,Female,NV,good
183528529,6/26/2019,6/20/2019,895.2,Truck,Male,CA,very_good
187479341,6/6/2019,5/30/2019,791.28,Car,Male,OR,excellent
199117204,3/3/2019,2/22/2019,769.17,Car,Female,CA,good
189769656,1/20/2019,1/19/2019,885.95,Car,Female,CA,very_good
185561056,2/23/2019,2/21/2019,1024.31,Car,Male,CA,neutral
188547558,7/5/2019,6/29/2019,797.24,Van,Male,CA,neutral
195002859,3/9/2019,2/28/2019,958.19,Van,Female,CA,good
189710594,4/7/2019,3/28/2019,1129.58,Van,Male,NV,good
198921370,12/14/2019,12/10/2019,871.54,Truck,Male,OR,very_good
198575865,5/9/2019,5/4/2019,1290,Van,Female,CA,bad
189528131,7/11/2019,7/8/2019,838.19,Car,Female,OR,very_good
184542730,4/30/2019,4/26/2019,795.07,Car,Female,NV,very_good
188302481,9/14/2019,9/12/2019,983.45,Truck,Male,CA,very_good
181583782,10/29/2019,10/23/2019,932.07,Van,Male,OR,neutral
183526031,7/9/2019,7/5/2019,1368.88,Car,Male,NV,very_good
191786305,12/3/2019,11/26/2019,901.16,Car,Male,CA,bad
197802502,12/3/2019,11/23/2019,924.26,Car,Male,CA,excellent
189604069,11/8/2019,10/30/2019,1220.48,Truck,Male,CA,good
182081667,10/15/2019,10/8/2019,1116.39,Van,Female,CA,good
196768866,3/24/2019,3/20/2019,900.13,Truck,Male,CA,good
181283983,12/3/2019,11/27/2019,927.57,Truck,Female,NV,bad
186507866,7/9/2019,7/5/2019,818.07,Van,Male,CA,neutral
182165932,11/10/2019,11/9/2019,1187.38,Van,Female,CA,very_good
